label,text
1,"@SassBaller @zenmoimehin @FoxNews You misspelled 'cunt'. Ugly word, for an ugly woman that turns on her fellow woma… https://t.co/GWykH1V10C"
0,Talent- Fucking up EVERYTHING
1,When you know you've found the perfect slut for you ❤️🍕🍕 https://t.co/4gHtF9qXbI
0,When his dick game is garbage but his mouth game is fire AF https://t.co/kLB5844oPj
0,the simple fact of you calling a girl hoe just because she rejected you shows how much you didn’t deserve her.
1,"next bitch that cheat on me getting pimped out, you wanna be a hoe bout shit so we gon make this money"
1,"@polNewsInfinity Dont forget: in event of a woman accusing men of rape;under sharia you just dig a hole, tie her hands, put her in hole, stone her to death"
0,@theeagle1111111 Not all men. Some. And at least im not defending them like you are with the pussy grabber
0,Oh we're using government names now?! ✋🏼😭 https://t.co/5YiqZ6uKnU
0,#menrdecent India men should grab the RSS feed of my blog to see men of the world fighting for men's rights. http://t.co/6n4V9kBtya
1,#METOo 74% women admit to moral sex... Whore# https://t.co/oAWJpzoXwv
1,"RT @KGJump12: Sometimes I want a girlfriend, but then I quickly remember how i hate women"
1,Women drivers no survivors
0,@codyko im going to call you an old cunt everyday from today
0,"Wake up at 6 in the morning to hear @fizzer18 commentating on the game. Guy speaks out of his butt hole, don’t know how you got this job 😒😒😒"
0,"@heddacase @Rosie Ikr. Of course, men get taken seriously, but women are treated like hysterical whores. So sick and tired of sexism"
0,"When anyone calls me about anything, ever https://t.co/aK3mWdKqK5"
0,@kunalkamra88 Okey let's build Ram Mandir..? Dare you to answer..!!
1,if before y'all start comin @ me like DASS ESSPENSIVE bitch until u watch a mile in my shoes (THERE IS LITERALLY HOLES) you'll understand
1,Went to @hummingbbakery stupid bitch put one in upside down one side ways. #wtf £6 we'll spent #cunt https://t.co/7wL7jGhclC
1,bitch if jongin wants to give sehun a forehead kiss he will deadass tiptoe and kiss him you think a little height difference will stop him?
0,I don’t like Halloween at all that shit cold and everwhere you go smells like booty hole and candy don’t @ me
1,@PressStartKofi You a whore
0,Don't sell me dreams cause I'll return them as nightmares
0,"@DuayneBernal Not all women deserve respect. Not all men deserve respect. Respect is earned, not deserved. #metoo #auspol"
0,'Can this day get any worse' -me waking up
0,🙄Says a colored woman of a race that claims to have a ' Hysterical Fear ' of the Police. 🤫 https://t.co/CDO6cgCizf
0,@SydtheSloth474 Well I mean by all means do you but not all men are like that!!!!
1,@HiKarenH You need a thick Cock in your throat 😂😂
0,When you're on a first date and they start talkin about their ex https://t.co/lE2TGAtrb1
0,@dazzlecostumes Squaw = racist slang for Native/First Nations cunt associated with RAPE and GENOCIDE.
0,@Brandy_t_alex @TgirlPromo1 Mmmmm sweet pussy hole :) xx
0,@vonny_bravo Also probably not good to use 'hysterical' which has its roots in the belief that women suffer from a… https://t.co/iQJM5l3FDs
0,'I'm not like most girls' https://t.co/wteG4OjEah
1,someone: breathes ada: dumb whore cunt slut your moms a hoe kill yourself bitch get shot
0,69. #Bozo is the friend who tries to con you into privacy so he can either pressurise you into consensual sex or rape you.
0,"'Hey I've been raped before' uh excuse me?? How dare you act like every man you've met has raped you?! Ur tone is so harsh, ugh not all men"
0,@tedcruz fuck your life jump off the rmpire state building and impale your self with everybodyd hate towards you you stupid cunt
0,When you wake up and your mouth is drier than the Sahara desert https://t.co/SBJppDP9Lq
1,"📷 pineapplecity: dogwhoreowner: Stupid cunt, that’s what the filthy whore deserves! That’s how all Men... https://t.co/S49GwEAXug"
1,Donald- you stupid bitch Hillary- you fuckin buffoon Donald- think they believe we hate each other? Ah fuck it lets go get a drink https://t.co/bbx98NCySX
1,Girls will friend zone a dude that's in love with them and never give them a chance... But be salty AF when he gets a girlfriend
0,TV personalities joking about Harvey Weinstein and/or rape do not seem able to empathize with women or recognize ho… https://t.co/aOJ3CQVoSz
1,@sza got these hoes thinking sharing a nigga or being a side bitch is cool 🤦🏽‍♀️
1,@dimasagustini ahshshsjs IM GONNA KILL A BITCH!!!! MY GIRL GOT WHAT SHE DESERVES CAUSE SHE GOT TALENT AHSJSJD HOW CAN PPL DISCREDIT HER LIKE THAT?!???!!
1,@rbonhoff let's get weird! Summertime baby! #FuckBitches
0,My lil slut whore loves suckin dick for to pay her goddess .. Turnt allll the way out just for me ;) lil slut mut… https://t.co/vzugKRRXGR
1,You cant drag us in so far if you don't have intentions on a relationship. It hurts.... Alot #WomenSuck
1,I'm about to cunt punt a Mexican bitch 😅 🏈
0,@rbonhoff the official #WomenSuck twitter page!
0,"Stop confusing good sex with love, that's childish"
1,@Bethvanduyne This comes from a rape whore who forced sharia down the throats of her constituents.
0,You hear a story about a case of a rapist and all your stupid self had to say was that it's a one sided story? A rape case????
0,@_nishya @dabbytorres You have to understand that not all men were raised the right way and you have to protect you… https://t.co/sxDUjHCI5J
0,Waking up seeing drunk texts you sent from the night before https://t.co/lfX8sWXbZA
1,"When he runs his hand up the back of your head, grabs a handful of hair, kisses you &; whispers 'your pussy is mine' https://t.co/LYE336utgZ"
0,Just cause I wear flowy shorts and start to get drunk does NOT give you the right to rape me and it never will
0,RT IF UR A SHEMALE DOM OR A SISSY LOOKING OR WILLING TO DO REALTIME ANAL!U HAVE TO BE THE GIVER THIS BITCH ONLY TAKES LIKE A SLUT!😈 @rt_pig
1,So now because of this bitch girls are going to think they can bargain their way out of a rape instead of fighting… https://t.co/tJmuuzwCph
1,"Y’all expect women to settle for trash treatment and then call them riders when they do so... the bitch is lonely and insecure, not a rider."
1,BITCH I SAW YOU ONE TIME WITH JONATHAN IDEK WHEN AND THOUGHT 'Gotta have her' that was before the entire Twitter saga
1,@PennyRed A bit of consistency from the left regarding rape would be helpful. You lot only care when it’s white middle class types vs the patriarchy.
1,I found out something about this chick that was hiding something from me lmao bitch can't hide anything from me fake ass lying hoe
1,Thats yo main bitch thats my side hoe damn near coldest bitch i love her nigga side joke🙃
0,"But Azealia, you're not happy with only having your intellectual equals (AKA the Kunt Brigade). You want Cardi's place. Nicki's place. LOL"
0,If you say not all men to me you're getting blocked without discussion.
0,"Wishing the one and only @sumit_garima very Happy Birthday and Happy Diwali Hope you do best, whatever you do. Jai Shri Ram. Jai Mata Di."
0,Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same
1,"@Niki1352 @chelseahandler what a bitch u are. why call her a beast? I get u support trumps pussy grabbing, teen pageant ogling, serial marrying, but why r u a bitch"
0,@JacobAWohl @realDonaldTrump Do you live in a hole? Or Crazy Bot? Trump has Never had a MASTER PLAN &; ONLY CARES ABOUT TRUMP! Stay in your hole &; keep to yourself! BOT!!
1,"Strippers tryin to get me to the champagne rm is my favorite thing.. ✋🏼 bitch please, you'll be paying for this dick by the end of the night"
1,"' y'all ain't shit ' first of all , Idk why u think u some new bitch lmao u still that same old whore no one likes"
1,@pattonoswalt Going to be where no one will leave the house or even look at a woman because she will claim “rape”.… https://t.co/gyhAbEtqSA
1,@phiphibb If YOU fuck the rapist then its not rape.
1,"Life is all about balance, so make sure you have as many blondes as you do brunettes on your roster... But no gingers, they're immoral"
0,@thehill This crazy fuck thinks WOMEN are hysterical and driven only by their hormones. Look in the mirror fake -accent loon.
0,"@XoCheapy you running a progressive platform? cause if so, let’s goooooo girl! make america kunt again. https://t.co/EniyUl6e8N"
0,cocks of the beasts we keep. The life of a slut or breeding whore is quite exciting.” https://t.co/gwtUBGHbJe
0,When you're hungover AF and you realize tomorrow is Monday https://t.co/vmB3CiSAT7
0,I try 😘😘😘 https://t.co/V8ciLCqvJt
1,@NorthWitch69 you give me a penis boner 😘
0,Not all men are stupid ...some are still single #ohyes #startnoticing
0,@PennarRobinsFC @samsouthcott9 Delete these tweets you cringey cunt
1,@CarolineCatt you shouldn't be leaving your kitchen unattended #WomenSuck
1,@Vuhhnessuhhh_ Bitch you don't know my mf life I'll see you when I do hoe
1,Only a hoe would say some stupid shit like that. lol “pull your daddy and make you my stepson” I’ve heard it all now lmao https://t.co/jp7YpVNr9U
0,"@JORetro70, you just added 19 points to Glam Skanks - Bad Bitch on the @hypem twitter chart https://t.co/n2uotYAvD2"
1,And look at this shit. LOOK YOU SLUT. Stop distracting yourself with your flavored dildos and LOOK. LOOK YOU FUCKS. LOOOOOOOOOOOK!!!!
0,Ophelia the slut hurricane hits today and I can guarantee that bitch will destroy my internet ready for front page 😒😡
0,When someone tries to threaten me https://t.co/pWumdUPSRk
0,"Most of the cases women are always the victims and the target it is systemic, so stop saying 'not all men' you're just derailing the topic 🗣"
1,Hoe you watching I suggest you keep watching. 😉 When a bitch ain't seen none yet 😝
0,@helenabarnes_x Oh Please this is my costume how can you judge someone for dressing up on Halloween ya skank louise https://t.co/Bqw7tvSDdf
1,@Yrgirlnayeli bitch that hoe mad annoying like i fr logged of your twitter bc it kept going off
0,"You ever open Facebook and think 'Jesus Christ, these fuckin idiots again'? Cause same"
0,Not all men but yes all women ¯\_(ツ)_/¯
1,Why do women have periods? Because they deserve them
0,"Just remember ladies, whatever you're not willing to do, another whore like myself is. 😊"
1,Sometimes you just gotta finger a bitch in public to let her know who's boss https://t.co/T8eSbSoP5N
0,When I come across random men's accounts that have me blocked https://t.co/Z7VSxH22Hw
1,What’s up bitch ass bitches and skank ass skanks
0,You spelt penis wrong https://t.co/K6qIazcDY3
0,When your friend moves away to be with someone... https://t.co/G0OfkDMnsb
1,'I don't take bitch or slut as an insult.'
1,old person: did you buy that shirt with holes in it? me: yes it’s called fashion bitch look it up
1,"When he wraps 1 hand around your throat, puts the other betwn your legs &; whispers 'this pussy is mine' in your ear https://t.co/NYnpDfJBBh"
0,When your best friend gets out of that relationship and you finally have your hoe'ing partner back https://t.co/r7INj9LPsG
0,Absolutely shameful 27 month sentence!! Woman jailed for false rape allegation against police officer https://t.co/tds9YnOF0t
1,In each and EVERY 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. Give them up.
1,I don't have time for you whores bitch can't you tell? I only spend time with money & that's because she pays me well
0,I digest relationships before we ever breakup... Smooth transition
1,lemme ride prison rape bitch im your moms a hoe
0,@Scrimshaw9 @Ahhmandah straight to 'cunt'? Over.. what exactly?? cause a woman online posted something you dislike… https://t.co/MyLrhWeVCx
0,@alexmvnon Also sad that you fucked your tooth up // The dude with the Kunt hoodie
0,Oooohhhh bitch didn't even listen to the dead kennedys what a cunt lol I'm 34 and hate rap
1,I FUCKING TOLD YOU SKANK WHORE SLUTS LISTEN TO MS SERIOUSLY https://t.co/HB12As7Ttr
0,@WolfFace_Dre LMAOOOO BITCH IM THE NOLA BRUCE-CAITLYNN JENNER BITCH I PICCS WHEN I WANT HOE ..luv ya hope ya had fun
0,"@confusedcoder18 @_riqsha @samyaishere @awryaditi Nono, you are right: Not all men say not all men...; -P"
1,@FullTimeDEVILS You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.
0,everytime i reach the highlights of smut im reading me: ok hoe calm down calm down sit your ass relax its just a smut
0,Retweeted DRUDGE REPORT (@DRUDGE_REPORT): British actress becomes fifth woman to accuse of rape...... https://t.co/KgqRsCErxP
1,#MeToo women always blame men for everything . How about not dressing like a whore?
0,OKAYYY NOW WHAT THE FUCK IS THIS SHIT u lil cunt ass bitch https://t.co/On8XGp6EGg
0,When your Mexican friend texts you 'viva la Mexico' on the 4th of July https://t.co/cH6Jrqmx2K
1,This bitch Cunt Whore Slut every type of name deserves to fucking die u Wildin for this https://t.co/x6W2qumuQq
1,If this hypothetical woman exists: shame on her. Real rape victims might say: FUCK YOU AND YOUR FALSE NARRATIVE. https://t.co/8fzASiKPl2
1,Please spread your cunt hole fully https://t.co/EZ6JFkcUis
0,I wish men would listen to women and call out their fellow men for their sexist behavior instead of instantly going 'not all men'
1,"I hope he tackles your bitch ass so deep into donnies pussy, so you can live happily ever after. suck a cock, nut cracker. https://t.co/atg6YOEPZv"
0,RT @tasteslikesarc: I bet a lot of people's therapists are dying to meet me just to see if the stories are true.
0,"Aw aye so putting men and women together justifies sexual assault , what a daft cunt https://t.co/vnF50JlmXw"
1,"If your girlfriend doesn't like that bitch, you don't talk to that bitch."
0,@natbenkowski @George1Panos @bryn_adams so #YesAllWomen is fine but #YesAllMen should burn in hell? Looks like someone didn't get their way
0,@NationFirst__ @ippatel Are you nut... Why u are comparing #Ram with shahjahan 😕😕
0,Y’all know how many times a woman has said she’s been harassed or something of the sort and guys be like “well not all men.....” ..
1,"@MandyMuse69 Babe, I wanna thank you for having such insane anal scenes. Your scene from Slut Auditions #3 is my all-time fav !"
1,"People talk down on women who don't want broke niggas for no reason, I wouldn't want a broke bitch"
1,@BerthaPuckerman this doesn’t apply to you but I hate you and your leo cunt twat whore kin. https://t.co/JFGoa9xPpO
0,@Derek_duPreez And that's only the women that have posted it.. I wrote about the 'Not All Men' culture as well - https://t.co/qx3FqiLXAb
1,@BarbeeDani You ain’t shit bitch shut your whore mouth
1,"If she has sunglasses on in every pic, she's hiding the ugly"
0,"Women are rejecting #feminism, but are not actively supporting men's rights. Why???http://t.co/PHmGsEcKLA http://t.co/6n4V9kBtya"
1,RT @TAYitonme 'Like I said what princess wants princess gets' no bitch you're not royalty #WomenSuck
1,...............................'I get to rape beautiful women and that's why I like working on this project.'
0,When someone ugly tells you they're out of your league https://t.co/B0usHtGGzR
1,"@imogenhowson LOL, you do dress like a slut :-) you look excellent.It entertains me that you have the slutty dressing covered while I do the slutty acting"
0,"@keef1985_ @Vaughan1878 idk buddy, I'm not a meme historian"
1,"Tell me more about your previous boyfriends, I really wanna hear about them #WomenSuck"
1,"@AbbieHollowDays RIGHT?? then she goes 'oh i had sex with frank, poor baby ahahah' NO BITCH if that aint rape i dont know what is"
1,When you like her but the pussy is just a little loose for your liking https://t.co/7Qx9PVWTB2
0,"'We women are so crazy and hysterical' I don't see women, cis or trans, killing people for the petteist shit becaus… https://t.co/YgTxaoqA8s"
1,@willsbug @Gregco5088 Fuck all to do wae him it..and I just can't be annoyed with hysterical mong women who talk sh… https://t.co/k9rwbRUmSE
1,@D34L_ Fa Real Desperate Ass Hoe 😭 A Fat Bitch And A Real Skinny Bitch😭😭 How🤷🏾‍♀️😭😍
0,@MrAndyNgo Please don’t stop being kind. There are women out here that know not all men are pervs.
1,@svgethe3rd She is a fucking slut wtf cunt she deserves to fall in that river dumb hoe that shit is fucked cunt
0,Merica... 😑 https://t.co/gTUKqHjiGS
1,"What happens when you drug, rape and sodomize a 13 year old girl ? ALL those left wing loons who tell us how to... https://t.co/evaT5p1ia7"
0,When you have good dick and cut her crazy ass off https://t.co/yxbvOl8uGg
0,RT @Ol_Nae_Nae: @iGotABigCrock @Yourfuckboy1 get a flag made and hang in front of the house
1,I woke up to the most hysterical message. “Wtf is @yasminvaaa in jail?” 😂😂😂 Nooo! You dumb bitch she’s in boot camp.
1,You don't have to worry about angles anymore... These bitches out here face swapping with their friends tryna trick to ass
1,@Stanwhu1 @Baz1980WHU @torrid_times She is a filthy whore cunt. Didnt change her own name when she got married but… https://t.co/Doxz0F77h7
0,@NamesNotBecky Do you have a tow bar on your ram?
1,"I don't pay my bills on time. I wait for the final notice to come in and then I just throw it away, and that's exactly how I handle my women"
1,"Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me ."
0,If her bio quotes a meme she fucks on the first date
1,"I'm only gonna waste your time, break your heart and ruin your vagina, to make you stronger as a woman. You're welcome"
1,@family__jules You're a vapid whore &; one day you'll be ugly and begging for dick scraps
1,Too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an ain't shit boy
0,"'They say music can alter moods and talk to you, well can it load a gun up for you and cock it too?' - Sing For The Moment"
1,I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..
1,"i cannot allow my folks to cuff no whore , not a good look fuck allat turn a hoe into a house wife shit 😂"
1,Today we found out my wife was pregnant with a girl. Like a normal bitch she can't do anything right
0,Dick still big tho 💅🏼 https://t.co/7TiQr6Q2qj
1,@lgmaterna @latimes @Pegkel Hey American skank are you illiterate?
0,@NoLimitsSub1 I'll take you in. DM me NOW SLUT
1,I luv a classy bitch but still might fuck a bad whore💰
1,"For that dumb ass pussy that thought he could step to me, 1004 Franklin Ave, anytime you wanna get it bitch"
0,When I'm trying to get my life together https://t.co/rVbYluTfGH
1,@gilgaymesh rin is a big abusive whore and a bitch but shinji is allowed to commit incestual rape for over a decade ❤
1,@Raufers @NadiaR_LY lol. you selfish terrorist kunt should be boiled alive. Maybe lynched by neonazis. Would serve you right.
1,How you take half naked pics but you not a hoe? Smh fake ass bitch.
0,@ewjo03 Women died bc male doctors who knew nothing about women thought they were just “hysterical”
1,LMFAO lil biddy whores prison rape bitch im whose bitch
0,@SuchiPahi @LawyerCat_ 'Women are sacred' plays into the Madonna/whore dichotomy. It only protects women seen as sa… https://t.co/uTSzkdalP0
0,Mi A1 Mobile - What you in the box + Storage + Ram + Android Version: https://t.co/FlkmvhnK0u via @YouTube
0,People that ask me to do things are the worst kind of people
0,This is the most important sign I've ever seen in my life https://t.co/bXk5IL7wAI
1,"'Ain't about them hoes anymore,it's just you' yet you talking sweet to the bitch you ALWAYS talked shit about plus 2 more👏🏽GMFU BRO💀"
0,"When you and your friends are discussing Instagram's great purge of 2016, wondering who's gonna be next https://t.co/me5ydanJ8a"
0,When she cancels the dick appointment cause she's 'sick' then you see her in the bar on her snap story https://t.co/Yqxi4oamlm
0,@nikkihaley pathetic traitor. Our Cuba policy has failed for 50 Fin yr. STFU stupid skank. Every post u make is idi… https://t.co/9lzBVaKETu
0,@SeanKleier & we should be cautious when using them. Slut and whore are examples. I don't think people should be us… https://t.co/nXVT3Ruufg
0,Dispelling The Myth Of The Girl Who Cried Rape https://t.co/144wP7vL8a https://t.co/zi1Z1vdGEW #resist
1,@AnngelicaaPerez Bitch come out you love to talk shit on the phone that's why I let your dad know she raised a FUCKING HOE
1,@Herbwilson1967 Fuck that money whore @HillaryClinton Too stupid to know consensual touching or grabbing is not assault. Only @ChelseaClinton is dumber
1,Jervea ass bout to really come up missing stupid hoe got me sick 🤦🏾‍♂️
0,All summer 16 https://t.co/tGQcT8CrAq
1,"Lmao a little bitch got mad at me at work yesterday and asked to speak to a manager.. 🗣 hoe, I am the store manager so what now? 🤗"
1,No girl is even capable of developing morals until they get the slut fucked out of them. Welcome to my generation
0,Every one of these takes 7 minutes off your shitty relationship https://t.co/KSH1Lq4IGu
0,How real friends greet each other https://t.co/2rjsY0Tfqq
0,@bryn_adams watch the video and you'll understand
0,When they tell you there's no wifi https://t.co/YLs915CLdD
0,When your makeup's on point and still nobody wants you https://t.co/JtAXK7HA3w
1,I don't just make girls cum... I make girls ask me if they're allowed to cum
1,#WeAlmostDatedBut FRIEND ZONED #WomenSuckk
1,@lillyparadise13 you’re a fucking nobody. You just take advantage of people that care for you. Good on you whore
1,Pro Tip- Put all your bitches on a period tracker app so you know when to avoid they ass
1,@thepoliticview This has nothing to do with politics it goes with women who keep saying there's a rape culture when there's actually rape accusation culture
0,Me flirting- So tell me about your father...
0,"Do you know what they do to rapists in jail, dumbfuck? lol have fun https://t.co/tqs1pzyK9E"
1,"If you're a man, women can't be trusted. They'll turn against you, it's in their nature.!"
1,@BasicMormon So do we! Check out our account for upcoming events and meetings #MaleDominance
1,You pick the guy thats a total douche to you over the one whose good to you. Got it. Makes perfect sense! #WomenSuck
0,When you just stuffed your fucking face and the waiter asks you if you want dessert https://t.co/5XNoVIOZpL
1,Take her out for ribs on a first date so you can tell how good of a dick she sucks
1,Bitches be postin pics of them in the bath after droppin a bath bomb in it lookin like they shit a smurf out
1,@SaxahSarah I'll send Meechy at yo hoe if yo bitch keep eyein' me
0,@embedded_iot I tell you what... I could fall down the rabbit hole of collecting old medical stuff! Gorgeous!
1,“One minute you’re a spooky little witch bitch and then the next you’re an angelic skank singing Oh Holy Night.” HAHA!
1,Girls hear you say “fuckk” during sex and think her pussy bomb First of all hoe my Girlfriend on her way
0,"1- This means, you can't ram these into silo-openings. you have to target the entire tunnel or silo structure with these."
0,"@Yungretweet Oh i get it, believe me. Fucking pussy ass bitch cunt hoe"
0,Feminists' husbands #ThingsTimHowardCouldSave
0,Aw 😍😘 I owe you a mustache ride! https://t.co/uGmuakhXFH
0,RT @ggwbt: 😬 #goodgirlwithbadthoughts 💅🏽 https://t.co/B5o6NWghVX
1,how the hell that bitch know him? hmmm she just proved to me that she's really a whore
1,@_ladyRussia 'Oh said a bitch who lost everything. You whore.'
1,Happy 21st Birthday to my Slut🤘🏾🎂 you already know what we on😈 @Rambo400_
1,@AnalBDSMPlaisir You have proper right for being anal whore!
1,@Bubbles8301 @LPIsaacGuest She a nasty skank Hoe who would Fuck her wolf pussy anyway ?
1,I pampered the bitch and she went and abandoned the kid for some amateur dick 🤦🏽‍♂️
1,this hoe gone say ' I want some dick but not in my vagina' like girl 😭😭😭😭
0,Pro Tip- Never go down on someone that has food poisoning
1,"On The other hand, you women are pieces of meat and should be glad you're even allowed to vote in my country! #WomenSuck"
1,Women want u to automatically believe women who scream rape they don't understand our position....
0,Girls bitch about how immature guys are and then they do shot like That #WomenSuck
1,@manleygeddes2 Did you finally dump that annoying skank? You should give Erin another go
1,Only places my wife can drive are to restaurants and grocery stores
0,It's a lovely evening to... http://t.co/QYVvVpXlhz
0,"But anyway my point is - men don't lose sleep wishing they were Nicer like other men are. Women do. Try not to, I'm not saying be a cunt"
1,Told the bitch I like her & her girlfriend 😈
0,'Cunt again? It was odd how men like Suggs used that word to demean women when it was the only part of a woman they valued.'
0,Not all men and making the convo about urself shows that you are NOT a trusting ally in this situation and ur friends now cannot trust you
0,Her- don't I give the best head? Me- https://t.co/8XQVoDtB3V
1,When it's my birthday but you're the one that's getting spanked
0,I like to tell people that I drink every night cause I can't sleep but at this point it's just a blatant lie cause I've been tired for years
0,@Phil_McP Not all men - at least one woman https://t.co/UXGcOSb2Y1
0,"RT: The woman who #accused nelly of #rape has dropped her case. https://t.co/1meLRpwoUd https://t.co/TsMpIiYpR7 October 14, 2017 at 08:31…"
0,@SeanCla2012 We must be brave and strong and show decent logical women that not all men are rapists we must come together and speak out
0,@GoldGloveTV I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.
1,ok babies i'll go to sleep ok bitch shut the fuck up
0,"@AthanKalos Not all men, I'm generalising, but you get the idea."
1,hoes really b geeked talkin bout 'what frontal' BITCH THAT ONE😂 your stylist is shitty. try again next time.
0,Seen it many times. Hair brushes too https://t.co/yGPJNmMz7g
1,Women want everything to be 50/50 but then they make 100% of the Ghostbusters FEMALE. wtf!!!
0,I don't like change in my life except for the people I sleep with
1,"When y'all see that bitch that's been talkin shit, but you refrain cause you've been tryin to grow as a person https://t.co/179xRMdiyg"
0,The amount of stupid people in this world really makes me consider wearing condoms... I'm not gonna but I be considering it
0,@tulamatula1 @LiBethOld1 @Pappiness What a skank lolol you wake up waiting for me to tweet lolol pathetic lol 😂😂👍😂👍
1,Domestic abuse is never okay.... Unless your wife is a bitch #WomenSuck
0,How I feel when I buy a round of shots https://t.co/lrYT4GqRHD
0,Whenever anyone asks me to do anything other than get drunk or have sex https://t.co/v4UVmCRzeq
1,You mean before she sucked dick for fame? https://t.co/GSMTuhDugL
1,YOU'RE A PUSSY ASS BITCH BYEEE
1,I saw a women driving whilst speaking on the phone I cursed that cunt :)
1,@accioxpeter fuck you thats my fucking boy bitch ass cunt ready to fight
0,@whycloudfloat unblock my account 'AryanFascist101'. Im a nazi/fascist human supporter. (This is from backup account)
0,@realDonaldTrump NOT LONG NOW BEFORE YOU ARE IMPEACHED .. YOU YELLOW BELLIED SELF-CENTRED CUNT ...... NEVER DID NATIONAL SERVICE .. COWARD!
0,When you know it's time to give up on that New Years resolution and stop going to the gym https://t.co/g3GW7jIf2p
0,@bIueperiod That’s annoying. Not all men are the same and not all women are. Whatever works for two consenting adul… https://t.co/Yu2ibbAVTZ
0,Cfr #MeToo to the people braggin'with that 'not all men' bs: just because it doesn't concern you doesn't mean it doesn't exist -
0,When you just watched your boy ruin his life but you know misery loves company so you decide to ruin yours too https://t.co/qeUNEtiF8Z
1,"Too bad some of you bitches can't draw on a better personality, the way you draw on your fuckin eyebrows"
0,@RitaPanahi Rage of women of trump in the White House made them individually fearless to turn on Weinstein! Blame 1 man not all men.
1,I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso
0,"@TVRav You got reply in before mine, but what I'm pointing out is women work their lives around being safe from *some men*, not all men"
0,When you send a dick pic and get no response https://t.co/d59S8D4yOO
0,Texas 'rape insurance' bill is about economic violence against women https://t.co/T3DLa78ILI
0,@GrimoireOfKenji I'd like to think you just blew on the tower lol. But reseating the RAM was a good idea too.
1,"@spinnershells fuck you, you racist bitch, and cunt piece of shit, glad we know now where your entire family stands on social issues"
0,You would have thought Cam called that women a bitch the way y'all reacted. But Gronk is 'just having fun'.. FOH
1,*Fires back* hoe ass bitch with a big ass forehead 😭 I knowwwwww 😭😭😭
1,Ps on the flip side: EVERY WOMAN WHO CRIES 'rape' AS A WAY TO BE PETTY OR REVENGE YOURE THE PROBLEM.
1,@__kayjahrayne Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍
0,#Nigeria #news - Family of nine #Iraqi asylum seekers gang -rape drunk woman https://t.co/bp9exiEsuO
1,@themeredith and I'd rather shove the fat side of a wine bottle up your ass... We all have our preferences 🌚
0,@JonMentser Think anyone who gets turned down for a date and calls her a bitch or slut. Usually a phase that can be… https://t.co/gu9KvjFDBq
0,@Just__JoJo the worst! thanks so much for your support. #MaleDominance
0,"@LoveLikeLow 1) fuck you 2) i gotchu fam, lemme get my pimp hand ready😂"
0,"@realDonaldTrump Um, thankfully unlike you not all men are twisted sexual predators."
0,A middle aged woman just shouted 'well done' at me while I was running so I guess I'll just go crawl in a hole and die now.
0,"I'll never understand super chauvinistic or super feminist groups... not all men are bad, not all women are bad. #AHSCult"
1,@SMHussainAzAD @Rakeshsharma380 @ZeeNews In Saudi &; Dubai if a man rape a woman with condom than semen isn't found in Vagina than how do Sharia Law tackle? I tell u punish the Woman
0,15. fuckhead for awhile... I open two stores for his bitch ass. little brother & his skank show back up. I find a meth pen tube & foil in
0,"i said i was a whore, bro i can be a real bitch as much as u want"
0,I don’t think limmys a bitch or a cunt I just want him to see this when he’s searching for people needing a time out. Hi Brian.
1,@ekhatami Die in a fire you fucking skank.
1,A nigga can be like “good morning beautiful” and y’all hoes would screenshot and say “This nigga so creepy omg” bitch fuck you &your morning
0,Don't let the world ending distract you from the fact that you're a hoe.
0,That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend
0,@Oterooooo @Tigraah So you hate 'Ominous' as a hole because of this... seems legitimate and highly mature.
1,@roniasinron Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx
0,How close I am to quitting my job and becoming a prostitute https://t.co/VWxmK1iXID
0,"Idgaf if you want to block my chick acc. I know im a problematic bitch sometimes but WHORE, this acc is really got… https://t.co/QyV2qG21xQ"
1,She definitely gotta be a hoe because women love the idea of marriage lmao
1,@thatonequeen You betta beat down each one of them with your cunt
0,When she tells you she's allergic to latex https://t.co/UVPpGGzVRc
0,FUCK OFF REF. Martial was held back. U stupid cunt. What the fuck is wrong with you?
0,@bryn_adams oh ya because in 2009 14% of America said they cared/supported women's rights
0,@whvholst Do you even see ECC RAM on their website? Because I don't.
1,Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe
1,@realDonaldTrump @realDonaldTrump your bitch of a mother should of swallowed you like the whore she was
0,@kirsttmccormick @alys_nettleton I feel like you've filled a hole in my heart alys where have you been all my life
0,@ThatsSarcasm What's up with college age women and man hating? This shit makes me embarrassed to be a feminist. Not all men are like that.
0,thing is not all men clean up like Gucci... be careful who you “ride” for https://t.co/644SOrQPyx
