label,text
0,“get premium you cheap skank”
1,"@BaconNSquats “Big slut” is the new “Hottie McHotterson”. It’s a compliment. I’ve always thought you looked like a big slut, boo! 😘"
1,@verge What a dumb cunt of daughter. Social Media addicted whore.
1,I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢
0,@valentinaveshi thank you 😘
0,bitch what the fuck do you mean you cant find the fucking page cunt i need to vote for my boys dont you understand https://t.co/xbdlkyXah7
1,"Let's have some fun. Let me rape your wallet. You'll watch, stroke &amp; thank me for abusing you like a whore! #Findom #walletdrain #paypig"
0,@awzurcher Women don't WANT to be sacred. That is some patriarchal controlling virgin/whore bullshit.
0,"@emo_138 @BearBaumann calm down this parody account is live again, that was close tho u guys almost had an impact on something #YesAllMen"
0,@kstad_rn you should date me then... But I don't date
0,I thought my penis made me me but whatev https://t.co/M0Z62Mf2Qe
0,@AlexandriaMorgz Yes. You need more RAM to speed up your processing + can always replace the graphics card
1,Can this stupid bitch hurry TF up I'm trying to take my cousin to the park
0,Charles Manson out here gettin married in jail and your lame ass can't even get a text back https://t.co/K67EzEjt18
1,Let’s Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her https://t.co/dawiQw2BIj
1,And then some bent cunt turns up for a flyer.....last time on this shit hole!
0,don't watch me you better just watch yo nigga ho
0,@asmallteaser do yoy want us put back down to div 3 again over this you utter wankstain kunt
1,my girl left early in the morning holler bout she going to get her hair done bitch i ain’t dumb
0,"@brhodes Crawl back in your hole, you should be in the pokey by now!"
0,How fast I catch feelings vs how fast I move on https://t.co/hFZVwizxKM
0,Women have become bigger players than men. The tides have turned my friends
1,you stupid fucking whore mom
0,"Everyone whose first reaction to the trials/Senate inquiry is to jump to UST's defense, you are no better than the 'not all men' crowd."
1,I hate coming to the city people real life know my car like pussy study yo bitch car 😩😂
1,Powerful men in Hollywood have been preying on women because that's how lots of men are built ... so says Dick Wolf. https://t.co/fgPOxN8O0f
1,Call me daddy while you're choking on my cock
1,Ain't nobody stabbed your ass in the back hoe. We just all saw how much of an attention whore and fake bitch that you actually are.
0,Her- how come you never called me again after we fucked? Me- https://t.co/VFXm2NBMLT
0,@TeamSoloMid Gl on the potential next game. You guys got yourself in a hole. All we can do is support. The rest is up to you guys. Hope is not lost.
1,"@Hambone108 why do women have holes? To fill, duhh!"
1,@RageOnThePage @TwitterMoments Shut the fuck up bitch how do you know what people have and don't have?
1,Lil bitch prolly just need some dick that’s all she ain’t had nun yet 😂😂😂
1,@alycia_douglas Your baby and boyfriend know you a hoe? #FUCKIT
0,@fuck________off how's that?
1,@DebbieDoes69 going to bring your Slut whore ass to the states
0,No one gives less fucks than a grown man using a selfie stick in public
1,@connorfranta a bitch about to get pussy punched if she dont buy a new god damn book
1,RT @queenofdragonsb: Pls shut the fuck up bitch
0,What the fuck Richard you can just shove my milkey seeds into your hole @zeudles
1,boo seungkwan a visual hole ???? bitch i think the fuk not #SVT_PROJECT_VOCAL #PINWHEEL https://t.co/8OLjiw0rmg
0,These awful men calling this Black woman all the words they always use against women to mean 'hysterical' is making… https://t.co/dtkB5oDRyv
0,Thank you babygirl 😘 https://t.co/OjyMa1eDZm
1,"Treacherous traitorous bitch. Sold out her country, and women for money and fame. https://t.co/mTARGZ0LqU"
1,To accept this notion proves women are stupid! https://t.co/YgQMy6f2fB
0,When you thought you'd try a little s &; m and now your ass hurts so bad you can hardly sit https://t.co/vt5rSwnRTx
1,When she sucks you off right side up and upside down https://t.co/0fy00I9M8S
0,@Saisailu97 I think what he’s trying to say is that not all men are shit. Females started that stupid ass trend and it’s annoying tbh
0,"@b00berella what does the word 'Parody', clearly stated in the bio, mean to you?"
1,Some dumb bitch really sat on a “black woman are bomb” page and said that black women are copying Kylie’s braids https://t.co/dBHB9fbx5d
1,@themeredith I should probably make you my WCW now cause after I fuck you I'm never gonna talk to you again... At least I'm honest ☺️
1,@XOKATANA We have to slap a bitch made hoe ass foo we gon make it look sessy hahaha
0,apparently it's too homo for cishet men to clean their ass. are straight women ok. the only time i'll accept 'not all men' please please
1,@causticbob Good one Bob! Show her who the real boss is! And keep up the support for our cause.
0,Not all men treat women badly. There are some really great ones and they deserve recognition. Maybe this way we can show our daughters...
0,Something y'all dudes fail to realize about a pretty girl is; she's never lonely. 💁🏼
1,The bitch done had a baby shower in McDonald's 🤦🤦.. loud forgive the lil whores u made .
1,@asr1018 @M_pritchh @angela_idalia Hey skank you wanna take a huge step back before we have to get everyone on your… https://t.co/U3zSojqdvG
1,What do women and condoms have in common? If they're not on your dick they're in your wallet
0,These Donald Trump supporters are out of control... https://t.co/UgRqZAK7GK
1,@Imperator_Rex3 @ThinBlueLR The girl is late on her house payment. Quick buck for the skank.
1,"Women are bitches. 1 time, this bitch in BAL asked me to fill in on higher bracket tennis league...I did & won, but hadn't ""registered"" ..."
1,You rawin that hoe & that pussy dirty
1,i miss this bitch ass whore
0,@ERInternational i am looking for bulk seller for cpu and ssd and ram . pls contact me if you have stock .
0,@gmbutts Bit of an arrogant Kunt aren't you Gerry.
1,"Prom is coming up boys, don't forget your compression shorts! #WomenSuck"
0,@Scroobiuspipyo @martinshez @TheNotoriousMMA @ufc Hmm Cunt demeans Women here in Canada but not in England
0,"@mtracey @truthglow @KeithOlbermann ...or some other name, or used a term like CUNT or WHORE if it is obviously not… https://t.co/2NRaA7kz6A"
0,A little theory I’m working on. If there’s a voice in your spirit compelling you to say #notallmen #notallwomen… https://t.co/wCx3t7wvVZ
1,you’re not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of 10 minutes
0,Is it really indecent exposure if you have a magnificent penis? I thinks it's pretty decent exposure
0,"Guys who call me or others who're, slut, bitch, cunt or whore don't deserve my attention or time. I won't date you."
0,@ApexContestPrep Dave this is a really solid point. Thanks for supporting #maledominance
1,"Get ready to see all the hoe bunnies, slut kitties, and whore mice post themselves on this Halloween night."
1,disgusting little fuck bitch the only good thing about ur boring ass moview are the women in it. you owe everything to women so shut UP!!! https://t.co/KnMnqSwM30
1,@CPTMoorgan @johnburk1775 @JCBlackandBlue TO THE PINK PUSSY CAVE WE HAVE A VIRTUAL OVERLY HYSTERICAL FAKE SIGNAL. NANANANA SNOOWFLAKE.
0,"#press #news #blog #army #sex Once a month, a man of action is highlighted. Check it out today. http://t.co/DapbomSQnA"
1,you a stupid hoe you a you a stupid hoe
1,@__0HOUR1_ Correction - HUGH if true. #makemeasandwich
1,When you finally get the bitch to leave https://t.co/mIpt5K5R6l
1,Why do women use them being on their period as a excuse to be a cunt? You had it since you were 13 you can’t control yourself?
0,All those haters calling me a whore when they could call me a dick juggling thunder cunt instead 😥 https://t.co/sYikFWFfa2
1,Calling someone a bitch and a cunt is not the way to do it.
0,When daddy leaves cute notes for you https://t.co/SfxgxFHOVy
1,You a Bitch an a whore you make us look stupid bitc... — well u look stupid rn lmaodjdh https://t.co/swTXJY37rS
1,"If she lets you put your penis in her vagina with no strings attached, have the common decency to treat her like a queen on her bday"
1,Why can't girls just tells us how they feel? It'll save us guys so much time and effort #WomenSuck
1,"No that little tattoo of a flower on your ankle doesn't make you a whore... Or your trampstamp... Fuck it, YOU'RE A WHORE #WomenSuck"
0,"@meanwhile_0 eats entire bags of dicks. Like, seriously. I've seen him eat an entire bag of disembodied cocks. He's a ravenous cunt m8"
1,loved her anyway and now she just a hoe. I love when they acting hard but pussy on the low.
1,"If you can't choke her with your cock just let her finger your vagina, princess"
1,@ohlashaybefly ctfu tell that bitch don't be snitching she got caught whore
0,Right?! It's really all I live for https://t.co/lnOKBoiIOc
1,@Chet_Cannon How many women sucked dick to further their career??? I bet there are plenty.
0,French MPs are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.
1,when you go to park all by yourself then some bitch fuck decides they wna park right next to you 😑
0,why did this picture just call me a useless fugly skank bitch https://t.co/FTO9hV6M5I
1,They say home is where the heart is. But I got a hole where my heart is because I let a whore where my heart is
0,@realDonaldTrump @foxandfriends Bitch please. You're nothing more than Putin's whore
1,@_JuicyGina you've turned into such trash #WomenSuck
1,If you deny her dick and she doesn't lose her mind... Your dick game is weak AF
0,"When Hollywood powerhouses accuse you of rape, you have a problem. When you help make them powerhouses, you became the problem!"
0,@Anti_Jihadist @alAssad944 @TomtheBasedCat here's my point you dog of assad son of whore father of slut https://t.co/QDBVik6wU3
1,When skinny girls talk about how fat they are https://t.co/wCRVtvuos1
1,Coming onto a status about women + sexual assault/harassment to mansplain it and say that 'not all men are abusive' is probs the worst thing
0,If you degrade women to make you look/feel bigger you are a bitch lol you cant do that to men so you take it out on who you can
1,I kinda want to see you again just so I can punch you in the kidney. #WomenSuck
0,Fist pumping a pimp through glass in prison 😂 yes sir @louistheroux you are the top boi 👏🏻
0,Who wore it better? https://t.co/F8xzO79fc3
1,Talmbout. I was always feeling lmaoo bitch shut up and drop that baby fat before u try and jump on this dick. It got a Weight limit
1,Well when you and a hoe are not on the same level and her cunt is skinned open
0,@PornkittyP You need to ride my cock
0,@Millexnium [ ho~ you doubt me?
1,Black woman are aggressive while white women are stupidly programmed by society to be nice damsels in distress read… https://t.co/PSbMImzQtU
0,This is superb. Practical guide for rights of women esp at divorce and rape in marriage. @HHbruichladdich @RehmanYasmin @SBSisters https://t.co/DTWy7j77Ri
1,that bitch wanna act funny bitch ima act hysterical
0,@nirwamehta @c_aashish You forgot the third one... Praise Sri Ram :)
0,*cough cough* loser https://t.co/rRDUZpaPbs
0,When I look at the shit that I post... https://t.co/zvfnvTfhsF
1,@bruhkari Why do you think that hoe is in the back seat? Lol
0,ALISA AND I AND ONE OTHER COOL GIRL JUST HAD TO FIGHT THIS NOT ALL MEN DICKHEAD I HOPE HEFUCKING DIES
0,Pokemon go is quite in fact the real walking dead
0,@lobnaashraff I know walahi.. mna lsa kunt basm3ha m3rfsh influenced you wala sudfa
1,@taylornikola maybe if you women weren't so fucking indecisive you'd understand
0,Me flirting- *pulls phone out* 'Look at my dick pic'
0,How did the medical community come up with the term 'PMS'? 'Mad Cow Disease' was already taken.
1,Fuck woman who make false accusations of rape. You are a piece of poop https://t.co/CwcmnjCKKc
0,Hope you told him you will “stand” with efforts to dismantle Clinton library for his abuse and rape(s) of women. https://t.co/wMYDra7u0w
0,@scottygb PS: so happy we kicked your ass off the continent in 1776. Can't imagine living in a socialist rat hole emulating 1984.
1,I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der.
1,I knew bobby shmruda respected women when he said 'if you aint a hoe get up out my traphouse!' Legendary
1,@HelenaWayneBlog STFU with that stupid rape culture retardation.
0,this girl is hysterical with laughter on the bus and i just have such a strong need to know what could make a person laugh this much
1,"I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck."
0,"SkrewDriver All skrewed up FULL ALBUM @AmberRuddHR are you listening, slag? You might learn something💀 https://t.co/zi0AySs8qf"
1,Women are stupid. They get cheated on and approach and fight the side chic. Bitch who cheated on you? Who? Stupidity is unbelievable.
0,Don’t say stuff like: NOT ALL MEN! Don’t invade her privacy. Don’t assume that just b/c she told you something she wants to tell you more.
0,When you cut her off and the dick is bomb https://t.co/44eRIbKkGx
1,"cringemuch .When women get panicked&start getting hysterical when having a standard delivery. Everyone knows save energy,focus&push."
0,Glam Skanks -Karma/Bad Bitch Double Feature [Official Video]: https://t.co/hhU4YeYc3u via @YouTube
0,Hysterical Hypocrite Liberals going after @ICEgov and Trump over 10 year old girl where were they when Obama deported 2 Million Hispanics ??
1,"Ima make her h20, out her pussy hole"
0,@ayeeetippp same AF
0,Mr Shorter - scum bag posting things like this -FADEC ON LSE YOU ARE A CUNT - SON OF A WHORE #hnr
0,"I'd cook, clean, communicate, love , respect,spoil & cherish. Not all men can give a woman a lifetime commitment."
1,"Okay ladies look, nose rings are hot. But nose studs look like boogers and make you look like a dick chugging skank #WomenSuck"
1,"@TerriDNW @objkshn Yeah like looking at a woman when she doesn't want you to, that's rape right?"
0,Because running the world is harder than you'd think. #YesAllMen
0,@TalbertSwan @realDonaldTrhmp @realDonaldTrump You missed the alleged rape (multiple) of a 13yr girl who dropped case amidst death threats to herself and family. Jane doe vs Donald Trump
0,I only watch your snap story cause I know you'll text me
0,"I'd like to claim 'not all men,' but I too have been a misogynistic & sexist ass to women who have been & remain my friends. I repent."
1,"Example 01: Boyfriend: 'I think my girlfriend is cheating on me.' Boyfriend's friend: 'Yeah, bitch got a penis!'"
1,All the men who catcall on the street I wish I could personally shove back up their moms whore cunt :)
1,Loool I tried using my card abroad n the cunt hoe sket worker was like 'ur card declined maybe u dnt have enough' I… https://t.co/HmQoKmwtMu
0,Xd @Idubbbz tight hole lost <3 Kids @metpoliceuk ok cunt penetrate @Cylsz @BhadBhabie
0,When you constantly have dick on the brain https://t.co/ZPKbxpcmIn
1,Bitch I know you are not there https://t.co/G4WgBg0KcS
0,Trust women and support their decisions them make in their pregnancy and don’t be a cunt
1,"@indigomermaidd You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕"
1,@laurenduca @LibyaLiberty Women are sacred as mothers and wives. Everyone else is a degenerate whore who gets what… https://t.co/mdOzUDVKGT
0,Ho you voted for this @davidalbertrob1 https://t.co/oElRB3QP9j
0,Sometimes you gotta beat ya dick like it stole something
0,Getting coffee with bae https://t.co/dL9F0EVH6t
1,Don't know why you love da whore her pussy like open doors 🚪
0,'ᴴᴰ Lee Min Ho and Suzy relationship: Lee Min Ho hopes to get married to protect girlfriend Bae Suzy' : https://t.co/O2SocYPm0r
1,@heatherglind Hey look its the woman who wants to get famous for crying about an ass slap. You truly are a worthless cunt.
1,biiiitch lil biddy whores doofus bitch im eat my ass
0,Watch my snap story tonight it will be all over it 😇 https://t.co/eSLsPINCp2
1,Nothing would make me happier than to see you get an STD. #whore #WomenSuck
0,"Twitter just emailed me that the men trolling & name calling me off #MeToo ht didn't violate TOS. I'm just another whiny bitch cunt, then.😑"
1,Shoutout to all the girls that can't go swimming this summer cause their body will wash off...
0,"'My man just left, come o...' https://t.co/23tRlWG3FI"
1,"@FemalesFighting If your body is female, you can't identify your way out of rape. Rapists don't care."
1,"To the woman in a car, honking at me for two blocks on Bank: you looked hysterical and idiotic, and I was getting a nice workout. So there."
0,@emo_138 hurry up on the ham and cheese
0,Not all men are the same......oh wait yes they are. And yes I love my bf. And yes men are still trash. Fuck you pay me bitch.
0,@thehill The only way the skank will be president...Have fun all you resistance nut jobs..
1,If you're a chick and I followed you back its only cause you live close enough to fuck ☺️
1,"@localnotail @fairplaywomen @CCriadoPerez What about the women who rape men and boys? Oh, wait, that doesn't exist because rape laws are gynocentric...#FeministLogic"
1,How are women and rocks alike? You skip the flat ones
1,@MariBurrlaFlare You tried to spazz out on me too whore for waking your narcoleptic ass up 🤔
0,Pro Tip- Fuck your followers
0,@courtneyrrenae No bitch when Sue’s sister died I was hysterical..so much sad shit happens but it’s so good!
0,@TheShaggyMarlin Ive told this story many a time: first time I heard 'cunt' used against a woman was in 'One Flew O… https://t.co/ROTH48b5Hj
0,RT @themrsqueenbee: I'm just a materialistic narcissist who enjoys a life of leisure. 🕶
1,Bitches always tryna hide their ugly with big ass sunglasses
0,When he tells you 'be a good girl and cum for daddy' https://t.co/39i8vHSiYS
1,@Exolkaiwife88 @EXOpassion :') this whore is damn sexy @baekhyunsexyass tbh this girl knew how to name her acc :')
0,"@soursenseless (Season of the Bitch is tbh nothing like Chapo but that's not a bad thing, tho you know me, I hate men and love women SO.)"
1,"Bitch gots me fucked up, claiming to be a grown ass women but yet you try to compare &; bitch you still ain't shit... so what's good?"
1,Females are always crying out 'sexism.' Don't they know it goes both ways? Men are suffering every day!
1,All women have the incredible ability to determine if another woman is a bitch based solely on her shoes.
0,Don't text these hoes... If you're doing your job right they'll text you when you're needed
0,@JuliaHB1 @IsabelOakeshott Does that mean the accounts of other women in more junior positions be dismissed as 'hysterical'?
0,"Stop trying to please everyone, you're not my cock... Please yourself"
0,"If the issue is military rape, it's, 'What do you expect if men and women are sleeping in the same tents?' Then it's back to #NotAllMen. 3/8"
1,"Don't tug on my dick unless you plan on sucking it.... In other words, flirting is not acceptable!"
0,@ALftbI You stupid ignorant cunt
0,If You Wanna Be Stupid Over Some Dick Do Your Thang Sus 🤣🤷🏽‍♀️ Im Jus Not Gone Fwu Nomore 🗣✅💯
0,great article about title IX and why it needs to be removed ASAP. 45 years of crap. It needs to go. http://t.co/a4cWBrjmyr
1,Stop tweeting about love. Youre like 16 stfu. You've probably never even seen a penis before #WomenSuck
0,u a stupid ho
1,Good girls send nudes
0,allies 10 year old brother is calling me a cunt and a bitch bc I asked him a question💀
0,@fuck________off well what is your sc
0,"@ginmarrienne @HylianTom @WendellPierce Besides herpes and numerous STD's, WTF is in your closet, you phat -assed skank?"
0,@ajaydevgn you sir such a humble person but @aamir_khan he is a business man. Ab to confirm ho gaya screen 50-50 hi milega 😂
0,@Scouse_ma romance isn't dead
0,"@Idubbbz Can you incorporate “hey, that’s pretty good” on your next video? ... Kunt ❤️"
0,@KimmyK02 none
1,When he sends you a dick pic and he has clit dick https://t.co/gcc9ntgAcK
1,Kys tryna step to Oculr. Are you dumb blud I will rape your sister and analy Destroy your slutty whore mum
1,you ho's STILL not allowed to speak on eesh in my presence. i'll beat yo ass girl lol don't get it fucked up. 😂😊
1,SHUT UP THE FUCK YOU SLUT!
0,"When you do finally give up and start buying them cats at least you won't have to drink alone, loser https://t.co/tcC03fZvSm"
0,Constructing a Mental Hospital Prior To Ram Temple would be Much Appreciated At Least You Will Be Treated For Your Prolonged Mental Illness. https://t.co/HHaeDwgtzM
0,asher is an idiot.. if 4 men take a woman upstairs of course they’re gonna rape her u fucking cunt
1,@itsfordkath back too you slut
1,@thereallisaann bitch you a hoe... I do not like yo fish booty ass no fuckin moe
0,As a married woman with a son.. Born to an abusing woman.. Not all men are bastards
0,@phankinsmusic My point is that men aren't all the cause of it mostly is but not all men and some women blame all men.
1,@lsarsour STFU YOU SKANK!! U want this to happen.
0,"@BabaRamDass Thanks you Ram Dass a very timely reminder as so many are suffering at this time. Oh, and we hope you're feeling better💕"
0,@StevensFarm @MIAA033 Hysterical. And pathetic. She won. Flat out. Bunch of crybabies won't let a girl beat boys? BS
1,@VinylCarBooty I can assure you (someone very close to me worked with her for years) she is an absolute cunt.
0,@cakickboxher one day you will be that skank😥😎
0,If my life was a sandwich it would be this https://t.co/1wDC68E1dL
1,Vote for question 69. All girls must use birth control. I'm sick of wearing a rubber! #WomenSuck
0,Her- I thought we had something special Me- https://t.co/47EiVAKL5F
0,"'IT'S NOT ALL MEN, THOUGH!' but if he does time for violating someone, you quickly forgive him. he's 'learnt his lesson'."
1,"Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer https://t.co/3WC4UQ40tc"
1,That bitch is a Grade A whore! https://t.co/KZI7SHEdNF
0,Thinkin about how that stupid cunt said we're in a diff social classes 😂bitch I was born in money you gotta fuck old niggas to get a new car
1,@E_flee25 Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .
0,"@GreggsOfficial I don’t know how you have the audacity to charge extra to eat in, the place is a shit hole #WestwoodCross thanet"
0,@NFLonFOX He’s still a woman beater #cunt
0,@realDonaldTrump @NFL Fuck off you Kunt
1,Why do girls follow me? All I do is make fun of them for how dumb they are #WomenSuck
0,@LeviathanPride thank you for your support! We'd love it if you came to our next meeting #MaleDominance
1,Your bitch a true thot had to let her go like a cool cop shoot u and put a hole in ur head like a juice box
0,Whichever one is gonna end up on my bedroom floor https://t.co/bIiXvxmwob
0,@pammustard The girl who accused Kobe Bryant of rape wouldn't testify either. He admitted to the affair not assault. Case dismissed.
0,There I finally gave you a reason to hate me ya cunt
0,As usual the skank democrats lie and make it up to cover their evil ass. We r so looking forward to the public hanging.”swing you bastards!”
0,"71-32-6, you literally aren't good enough to win 1/3 of our meetings. Go back to your hole https://t.co/ioHtEAzEjh"
0,Men ( not all men ) should realize that women are on their job to work and not be taken for some s. e. x. Toy. https://t.co/OgBaeCZt1p
1,for them niggas who think im pussy gon and show me hoe
1,@IKantEvenToday @OpinionatedTool Jennifer Lawrence perfect example of fake ass whore calling rape.
0,I gotta stop drinking and meme'ing 🙃🙃🙃🙃
0,@gbz2016 @dreammail4u @timesofindia @sagarikaghose How many women commited Jouhar to avoid rape and captivity? Those who don't learn from history are condemned to repeat it..
0,When someone says 'happy Friday' but you have no life and no plans for the weekend https://t.co/waPEbv9pkn
0,@ThePerezSistas Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement
1,@AngelDemond4 l don't even know 's that fucking women bitch kayleigh corbett..
1,@Davidsalas87 Cause you're a Bitch and you love those situations! 🤷🏼‍♂️
1,ALSO PRETTY SURE YOU DON'T HAVE THE RIGHT TO BE A PSYCHOTIC CUNT TO YOUR EX WHEN YOU'RE THE TRIFLING ASS WHORE WHO CHEATED IN THE 1ST PLACE
0,"Apparently asking a doctor if she wants to come to your room and play doctor, is not an appropriate question"
0,My favorite DM is the one I have between both my accounts... It's where I @ people to block them... And I send myself dick pics
0,Since when is having and enjoying sex a character flaw? Since we started calling women “whore’s”? Since we gave it a title?
1,These hoes do to much and these niggas bitch made LF
0,Why does this stupid Herrera guy pass the ball without taking a touch then when he loses it presses like a cunt?
0,"Making out women are hysterical overreacters desperate to plague good men with false accusations is *not helping*, sister."
0,New ~ https://t.co/HsEqt9GxBg Glorious ebony woman is having fun with a midget’s tiny cunt Daddy luvs THIS
0,Life a hoe but gaw damn shit just so good when you hitting it right
0,Wanna kno what I deadass LOVE? I’ve never seen my mans name under any whore ass bitches picture on social media...ever. #NoLikesForYall
1,"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch"
0,@realDonaldTrump Sold out to the chicken hawks ya cock 👊🏿 that's You officially part of the swamp GOFUCKYERSEL 👊🏿
1,@lucymilsom2 your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin
0,When you're drunk and you tell your friends you're gonna text your ex https://t.co/Tq1XaQWdhl
0,@whycloudfloat Okay good. As long as the Men are comrades with same belief/movement can join same group to fight enemies
1,Women who strive to be 'equal' to men lack ambition #YesAllMen
0,'Women for the first time are raising their voice and asking for peace' bitch Palestinian women have been protesting/marching for 69 years https://t.co/obyG5FOWBX
0,typical u find a nice woman and some dumb cunt tells her u will get more tips if u turn greys off
0,"So now we see the woman was hysterical all along. Poor Rose, a victim of her imagination. https://t.co/oaQSeumSdG"
0,📹 cumbutt: gaymanfetish: nohoslut: Never be ashamed of being a CUM whore pig slut Follow my other... https://t.co/79IUkwTgB8
1,Sit on my face and water board me with your vagina
0,"@JoshuaCallen @DropThe_Mic not all men are bad, but you certainly are"
1,"@jul_hamomelett sorry sweetie, but women are the causes of all problems"
0,#WorldFoodDay Thank you for celebrating Sri Foodnaath day. Please take action against that woman for refusing rape… https://t.co/CU2D3KmSgt
1,Just want me a down bitch all these hoes out here on some other shit
0,I'll only break your heart to make you stronger as a person... Lmao you should thank me really
1,i use to get sky at my dads house but his whore girlfriend never use to let me watch it
0,Even if a woman goes to a nude beach .. doesnt warrant sexual abuse assault or rape .. stop victim shameing #metoo
1,@RelleSaidSo703 Girl the hoe is dumb.
0,When you're trying your best to fit in https://t.co/o78N69sDOm
1,Why did God invent the yeast infection? So women know what it's like living with an irritating cunt
0,Don't tell me you have a pool of that shit ain't in the ground
0,"When the woman says “no” and the husband forces himself on her, that’s rape. Please sir, you sound uneducated https://t.co/n6JhaT1ywb"
1,"you will never catch me out here sharing a nigga , bitch you can have that nigga 🤗💯 i ain’t sharing no dick if I had a nigga bob 💪🏾"
0,Hey boys instead of saying 'not all men' how bout you just ya know stop raping us
0,"Next time you get a haircut and your girl doesn't mention it, freak out on her and withhold the dick for a week"
1,@TODAYshow @benshapiro @megynkelly Many women aren’t innocent! Megyn is an attention whore who lies to keep herself relevant.
0,Hahahahaha fuck off Jurgen you stupid cunt.
0,"When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself"
0,"You don't have haters, people just hate you, dumb dumb"
0,What she really means when she says she likes bad boys https://t.co/1yWP4YIILF
1,"I really wanna get a rich, married woman pregnant cause my kid deserves the best and a dad that actually cares"
0,I really do cuss a lot though. Cunt comes out of my mouth all day. Men women and children. No ones safe.
0,@EngrSeries When you decided to slaughter goat or ram to rename your self
1,WHO.. ARE. YOOUU? This is not mario kart. You are no princess peach. Get your skank ass up out my lane or I take you off the goddamn road.
1,I think I should start charging for this dick so I can be a real whore
0,"If they're not harassing or assaulting you they're calling you stupid, crazy, irrational, over emotional."
0,@UltClassicRock M &amp; M and RAM have absolutely NOTHING to do with Classic Rock so why are you doing this?
1,@__Lola_Love__ You believe in God lol...heaven help u if I ever get a passport kunt.
0,The woman who accused Nelly of rape last weekend is dropping her case. Should he get a public apology? https://t.co/iBw0SdxuPL
0,When you've just met someone and they start to tell you their life story https://t.co/sgSRdf8pyA
1,@Sundae_3 Shut the fuck up you cunt
0,@rayraynxtdoor A woman saying cunt is the equivalent of a black person saying nigger. They can say it but woe to so… https://t.co/rnG0KG5Utd
0,"When it comes to rape, you can't be too careful"
1,Men really don’t care being called a hoe or whore . Shit don’t bother us
0,How can you slag someone off so much and then be best friends the next minute 😂😂😂
1,Thanks for the heads up. I was about to go down my local to rape and harass some women but now I know I might be on The List...NO CHANCE. https://t.co/M1QSykwaAH
0,When you realize you're a mass murderer https://t.co/hSqoRI2IQV
1,@FoxNews Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do… https://t.co/KrpL0mPkSL
1,But last nighttttttttttttttttt...that bitch was confusing the hell out of me...when I had a fucking hysterical caller.
1,I'm surprised my ex-girlfriend isn't on Shark Week.... She was a vicious bitch! #WomenSuck
1,"2 cents. Yawl thinking this woman lied on Nelly is still apart of the problem. Now, yes, sometimes people do lie about rape."
1,"Like if you didnt want to have a party, don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck"
1,no offense but this big bitch is serving you ALLLLLL types of kunt in this picture
0,RT @AnnaDale32: Lol when you have two girlfriends @Yourfuckboy1 #huntermourer https://t.co/Bd8VcuYOB7
0,@gracecoexist I'll take a BLT on rye
1,"That reign bitch is hot as fuck, why am I being attacked by beautiful women https://t.co/qbSQB8dKnx"
0,@Swamy39 What great you will achieve by building Ram Mandir. Crook
1,"@GuidoFawkes I'm sick of this bullshit. Fucking hysterical media, hysterical feminists, pussy fake conservatives. Come asteroids, come"
0,“Why did the girl go to the dentist?” “I don’t know. Why?” “Because he had a CELL PHONE!” (Hysterical laughter.)
0,When your leg cramps up while you're fuckin https://t.co/T0zRokkUAV
1,Come on everyone spread the word! Let's get WomenSuckk big! #retweetthisone
0,"When you think you finally found the one, then you find out he cries after he cums https://t.co/YVplrt2C8j"
0,"@jackdarton_ @SkySportsPL He didn’t murder you spastic cunt, he and the woman were both drunk."
0,RT @anitaespinola: 🤔🙀🐽🙈 #Repost @yourfuckboy1 with repostapp. https://t.co/YBNeGSRQCQ
1,Bitch you stupid but you aint stupid stupid 😂😂😂 https://t.co/6VUtod81wI
0,That's you tryna see me https://t.co/sfsedRrlqB
1,I think a 40 year old crack whore cunt would be a more capable #potus than @realDonaldTrump https://t.co/o6AupZZ4IH
1,@eisemad15 maybe if you weren't such a tease your mom wouldn't tease you #WomenSuck
0,I started stroking it instead https://t.co/Msr9GptyPL
0,Jodie Foster: Hollywood Execs Tried To Rape Me When I Was A Girl https://t.co/8szOnwsbmu
0,You @ItsMainaKageni should understand most of these women want to be single moms until finances bit then they bitch #MainaAndKingangi
0,@suicidal_harlot @bratfuck @brattycunt your own source doesn't even say what you claim it does. *with the exception of rape* is what it says
0,This is the only award I deserve in life https://t.co/fJBQjf51RA
0,Not all men are trash and the women that assume this are trash just like the men they are talking about
